"SITECODE","SYEAR","PLOTPID","SDATE","PEDATE","LANDUSE","SLOPE","ASPECT","SLOPEFORM","NVCCLASS"
"T08",2001,194,,30-JUL-01,"",,,"",""
"T08",2001,239,,01-AUG-01,"",,,"",""
"T08",2001,327,,02-AUG-01,"",,,"",""
"T08",2001,401,,01-AUG-01,"",,,"",""
"T08",2001,416,,03-AUG-01,"",,,"",""
"T08",2001,420,,31-JUL-01,"",,,"",""
"T08",2001,421,,31-JUL-01,"",,,"",""
"T08",2003,32,,04-JUL-03,"",,,"",""
"T08",2003,61,,04-JUL-03,"",,,"",""
"T08",2003,72,,04-JUL-03,"",,,"",""
"T08",2003,168,,11-JUL-03,"",,,"",""
"T08",2003,173,,07-JUL-03,"",,,"",""
"T08",2003,194,,04-JUL-03,"",,,"",""
"T08",2003,239,,09-JUL-03,"",,,"",""
"T08",2003,327,,07-JUL-03,"",,,"",""
"T08",2003,401,,09-JUL-03,"",,,"",""
"T08",2003,416,,14-JUL-03,"",,,"",""
"T08",2003,420,,11-JUL-03,"",,,"",""
"T08",2003,421,,07-JUL-03,"",,,"",""
"T08",2004,32,,26-JUL-04,"",,,"",""
"T08",2004,61,,27-JUL-04,"",,,"",""
"T08",2004,72,,27-JUL-04,"",,,"",""
"T08",2004,168,,27-JUL-04,"",,,"",""
"T08",2004,173,,26-JUL-04,"",,,"",""
"T08",2004,194,,27-JUL-04,"",,,"",""
"T08",2004,239,,04-AUG-04,"",,,"",""
"T08",2004,327,,02-AUG-04,"",,,"",""
"T08",2004,401,,04-AUG-04,"",,,"",""
"T08",2004,416,,26-JUL-04,"",,,"",""
"T08",2004,420,,04-AUG-04,"",,,"",""
"T08",2004,421,,02-AUG-04,"",,,"",""
"T08",2004,422,,05-AUG-04,"",,,"",""
"T08",2004,423,,05-AUG-04,"",,,"",""
"T08",2004,430,,13-AUG-04,"",,,"",""
"T08",2004,431,,10-AUG-04,"",,,"",""
"T08",2005,173,,29-JUN-05,"",,,"",""
"T09",2002,401,,,"11",5,315,"4",""
"T09",2002,402,,,"12",0,0,"2",""
"T09",2002,403,,,"12",3,315,"2",""
"T09",2002,405,,,"12",0,0,"4",""
"T09",2002,406,,,"12",0,0,"2",""
"T09",2002,407,,,"13",8,315,"1",""
"T09",2002,409,,,"12",1,344,"2",""
"T09",2002,410,,,"12",2,225,"2",""
"T09",2002,411,,,"12",0,0,"4",""
"T09",2002,412,,,"12",0,0,"4",""
"T09",2002,413,,,"12",5,270,"2",""
"T09",2002,414,,,"12",3,315,"2",""
"T09",2002,415,,,"12",0,0,"4",""
"T09",2002,416,,,"11",2,315,"2",""
"T09",2002,417,,,"11",4,296,"2",""
"T09",2002,418,,,"11",0,0,"2",""
"T09",2002,419,,,"11",5,90,"2",""
"T09",2002,420,,,"12",1,315,"2",""
"T09",2002,421,,,"12",0,0,"4",""
"T09",2002,422,,,"12",0,0,"2",""
